cian_id,city,street,lat,lon,price_sq,area,floor,kitchen_area,bathroom_type,balconies,renovation,is_apartment,rooms,ceiling_height,house_floors,house_wall_type,lifts,freight_lifts,time_on_foot_to_subway,build_year
293207047,Москва,улица Школьная,55.476883,37.304878,220060,33.4,6,0,,1,,False,1,,9,,,,24,
295547526,Москва,5-я Парковая улица,55.800337,37.785854,346666.666666667,30,5,5,1 совмещенный,1,Косметический,False,1,2.75,5,Кирпичный,,,15,1960
295558807,Москва,Уральская улица,55.819939,37.795115,310661.764705882,27.2,6,6.1,1 совмещенный,1,Косметический,False,1,2.64,9,Кирпичный,1,,14,1967
295648320,Москва,улица Панферова,55.681549,37.5433,364548.494983278,29.9,1,5.7,1 совмещенный,0,Косметический,False,1,2.7,9,Кирпичный,1,,5,1961
295652419,Москва,проезд Шокальского,55.886175,37.672307,400000,21,3,3,1 совмещенный,0,Косметический,,1,,9,Кирпичный,1,1,4,1971
295656426,Москва,улица 2-я Машиностроения,55.713233,37.67484,396440.129449838,30.9,7,6,1 совмещенный,1,Косметический,False,1,2.7,9,Кирпичный,1,,2,1962
295664856,Москва,3-й Балтийский переулок,55.811371,37.527337,391891.891891892,37,4,6,1 совмещенный,0,Косметический,,1,,5,Кирпичный,,,3,1959
295668828,Москва,Халтуринская улица,55.80481,37.726313,353883.495145631,20.6,5,3.5,1 совмещенный,0,Косметический,False,1,2.64,9,Кирпичный,1,1,4,1972
295669957,Москва,проезд Шокальского,55.886175,37.672307,272189.349112426,33.8,7,6,1 совмещенный,1,Косметический,False,1,2.64,9,Кирпичный,2,,4,1971
295671228,Москва,Верхняя Первомайская улица,55.79936,37.786959,307947,30.2,3,5.8,,1,,False,1,,5,,,,14,
295677564,Москва,Рязанский проспект,55.724662,37.766262,341503.267973856,30.6,5,5.7,1 совмещенный,1,Косметический,False,1,,8,Кирпичный,,,,1961
295681530,Москва,,55.431622,37.271469,180051.813471503,38.6,2,12,1 совмещенный,1,Косметический,False,1,,6,Кирпичный,1,,29,2007
295681899,Москва,улица 5-я Соколиной Горы,55.765696,37.738324,384375,32,4,6,1 совмещенный,1,Косметический,False,1,2.6,5,Кирпичный,,,10,1961
295693101,Москва,Затонная улица,55.679991,37.68447,312121.212121212,33,7,6,1 совмещенный,1,Косметический,False,1,2.65,9,Кирпичный,1,,3,1967
295711926,Москва,Первомайская улица,55.793586,37.808491,284789.644012945,30.9,4,5.7,1 совмещенный,1,Косметический,,1,,5,Кирпичный,,,8,1968
295720304,Москва,бульвар Генерала Карбышева,55.783524,37.467096,517241.379310345,17.4,4,3,1 совмещенный,0,Косметический,,1,2.5,5,,,,5,1962
295720588,Москва,проезд Черепановых,55.845587,37.551888,267741.935483871,31,1,5,1 совмещенный,,Косметический,False,1,2.64,9,Кирпичный,1,,2,1974
295724011,Москва,Учинская улица,55.881177,37.5349,286666.666666667,30,3,6,1 совмещенный,1,Косметический,,1,2.6,9,Кирпичный,1,,4,1968
295724148,Москва,Гжатская улица,55.716174,37.441413,351170.568561873,29.9,5,7,1 совмещенный,1,Косметический,,1,,5,Кирпичный,,,11,1961
295724251,Москва,улица Заводская,55.431616,37.273985,204545.454545455,33,1,6,,0,,False,1,,2,,,,29,
295724944,Москва,Затонная улица,55.679991,37.68447,309090.909090909,33,7,6,1 совмещенный,,Косметический,,1,2.65,9,Кирпичный,1,,3,1967
295728887,Москва,Коптевская улица,55.834401,37.52015,331666.666666667,30,3,6,,1,,False,1,,5,,,,5,
295729424,Москва,Красноармейская улица,55.800463,37.543686,346774,31,5,6,,,,False,1,,5,,,,5,
295759050,Москва,,55.428715,37.269852,250000,28.6,1,8,1 совмещенный,0,Косметический,,1,2.7,5,Кирпичный,,,30,1968
295759905,Москва,улица Симоновский Вал,55.723805,37.662003,404290.429042904,30.3,7,0,1 совмещенный,1,Косметический,False,1,,9,Кирпичный,1,,10,1965
295764322,Москва,улица Академика Скрябина,55.697143,37.794307,287128.712871287,30.3,2,6,1 совмещенный,1,Косметический,False,1,,5,,,,4,1963
295788863,Москва,Поклонная улица,55.735941,37.527444,480645.161290323,31,8,7,,1,,False,1,,9,,,,9,
295795998,Москва,улица Вавилова,55.67694,37.54109,428571.428571429,28,2,6,,,,False,1,,9,,,,4,
295803735,Москва,Ленинградский проспект,55.797883,37.539509,401337.79264214,29.9,4,6,1 совмещенный,1,Косметический,False,1,,9,,1,,5,1963
295009537,Москва,Южнопортовая улица,55.706218,37.684712,373529.411764706,34,3,7.5,1 раздельный,1,Без ремонта,,1,"3,2",5,Кирпичный,,,1,1951
295648727,Москва,Малая Черкизовская улица,55.806606,37.714815,304314.381270903,29.9,9,0,1 раздельный,1,Без ремонта,False,1,"2,64",9,Кирпичный,1,1,4,1968
286904349,Москва,улица Академика Павлова,55.742149,37.398716,305466.237942122,31.1,4,5.6,1 совмещенный,1,Без ремонта,False,1,"2,77",5,Кирпичный,,,5,1961
287535314,Москва,1-й Кирпичный переулок,55.774482,37.734632,270270.27027027,33.3,2,7.8,1 совмещенный,0,Без ремонта,,1,"2,8",5,Кирпичный,,,5,1958
292495939,Москва,Кантемировская улица,55.634766,37.66274,305912.596401028,38.9,8,10.2,1 совмещенный,,Без ремонта,,1,,14,Кирпичный,1,1,5,1981
292994083,Москва,6-я Парковая улица,55.792063,37.791594,285714.285714286,35,2,6,,0,,False,1,,5,,,,3,
293550016,Москва,Веселая улица,55.623305,37.659721,296875,32,1,6,1 совмещенный,0,Без ремонта,False,1,"2,7",5,Кирпичный,,,9,1962
294861388,Москва,3-я Карачаровская улица,55.734912,37.748421,300000,29,5,5.5,1 совмещенный,2,Без ремонта,,1,,9,Кирпичный,1,,15,1968
290464977,Москва,улица Гарибальди,55.676301,37.539437,264026.402640264,30.3,1,6,1 раздельный,,Без ремонта,False,1,,9,Кирпичный,1,,4,1963
292847049,Москва,Павелецкая площадь,55.731622,37.640973,582173,35.9,5,9,,,,False,1,,7,,,,4,
293652833,Москва,1-й Саратовский проезд,55.712163,37.734524,302941.176470588,34,2,8,1 раздельный,,Без ремонта,False,1,3,4,Кирпичный,,,4,1952
293667997,Москва,улица Куусинена,55.781681,37.515856,484848.484848485,33,2,7.8,1 раздельный,0,Без ремонта,False,1,,8,Кирпичный,1,,6,1956
293687023,Москва,Шелепихинское шоссе,55.756356,37.522477,431578.947368421,28.5,2,5.5,,1,,,1,,5,,,,4,
293998687,Москва,Кубанская улица,55.684046,37.740848,275229.357798165,32.7,2,7,1 раздельный,,Без ремонта,False,1,,5,Кирпичный,,,7,1953
294166110,Москва,улица Березки,55.215559,37.068226,106459.330143541,41.8,2,0,1 раздельный,,Без ремонта,False,1,"2,8",5,Кирпичный,,,,2016
294196616,Москва,1-й Очаковский переулок,55.684056,37.460259,66558.4415584416,30.8,1,0,1 раздельный,,Без ремонта,True,1,"2,6",5,,,,10,1956
294287999,Москва,улица Адмирала Макарова,55.836716,37.487146,135632.183908046,43.5,1,0,1 раздельный,0,Без ремонта,True,1,"2,8",5,Кирпичный,,,3,1967
294376360,Москва,улица Каховка,55.65046,37.590084,315789.473684211,32.3,2,9,,1,,False,1,,9,,,,6,
294471146,Москва,Бронницкая улица,55.730892,37.75453,246994.047619048,33.6,3,7.1,1 раздельный,0,Без ремонта,False,1,3,5,Кирпичный,,,5,1953
294675331,Москва,проспект Мира,55.808594,37.639312,387534.626038781,36.1,7,5,,1,,,1,,9,,,,3,
294763445,Москва,улица Лесная,55.526271,37.217615,208333.333333333,31.2,1,6,,0,,False,1,,5,,,,14,
295013713,Москва,Симферопольский бульвар,55.648682,37.606209,322966.507177034,41.8,7,8.2,1 раздельный,0,Без ремонта,False,1,"2,7",14,,1,1,7,1969
295290941,Москва,Шелепихинское шоссе,55.756356,37.522477,438596.49122807,28.5,2,5.5,1 раздельный,1,Без ремонта,False,1,"2,5",5,Кирпичный,,,3,1966
295293993,Москва,15-я Парковая улица,55.809788,37.817564,274566.473988439,34.6,5,8,1 раздельный,,Без ремонта,False,1,,7,Кирпичный,1,,15,1978
295473040,Москва,1-й Смоленский переулок,55.750185,37.579672,575330,45.4,3,8.4,,1,,False,1,,9,,,,3,
295473722,Москва,Радужная улица,55.861282,37.666647,302582.159624413,42.6,8,5.3,1 раздельный,1,Без ремонта,False,1,"2,7",9,Кирпичный,1,,7,1968
295677601,Москва,1-я Владимирская улица,55.751193,37.780697,302798.982188295,39.3,12,11.6,1 раздельный,0,Без ремонта,False,1,,14,Кирпичный,,,,1984
295685068,Москва,Коптевская улица,55.831858,37.519881,300000,40.6,2,7.5,,0,,False,1,,5,,,,5,
295706662,Москва,1-й Самотечный переулок,55.77791,37.613898,402564.102564103,39,1,6.9,1 раздельный,0,Без ремонта,False,1,"2,7",9,Кирпичный,2,,6,1972
295730996,Москва,улица Садовая,55.515732,37.567671,203125,32,4,6,1 раздельный,1,Без ремонта,False,1,,5,Кирпичный,,,11,1967
295795160,Москва,Дубининская улица,55.72777,37.636374,514516.129032258,31,2,6.4,1 раздельный,,Без ремонта,False,1,"2,7",9,Кирпичный,1,,4,1968
295805626,Москва,улица Расплетина,55.790823,37.47907,317507.418397626,33.7,5,5.5,1 раздельный,1,Без ремонта,False,1,"2,5",9,Кирпичный,1,1,4,1970
294878547,Москва,Татарская улица,55.734841,37.638054,582353,34,2,7.3,,1,,False,1,,5,,,,7,
294908242,Москва,улица Юных Ленинцев,55.700968,37.7714,299401.19760479,33.4,5,6,1 совмещенный,0,Без ремонта,,1,"2,5",5,Кирпичный,,,4,1962
294952245,Москва,Ленинградское шоссе,55.864798,37.466278,350000,30,6,6,,,,False,1,,9,,,,5,
294967699,Москва,Красноармейская улица,55.800463,37.543686,346774.193548387,31,5,5.3,,1,,False,1,,5,,,,10,
295009701,Москва,улица Багрицкого,55.723835,37.434756,309375,32,4,6,1 совмещенный,0,Без ремонта,False,1,"2,6",5,Кирпичный,,,16,1962
295013810,Москва,Красноармейская улица,55.800463,37.543686,346774.193548387,31,5,5.6,1 совмещенный,1,Без ремонта,,1,"2,6",5,Кирпичный,,,10,1965
295055737,Москва,Измайловское шоссе,55.780638,37.740058,300000,32,7,5.5,,0,,,1,,8,,,,13,
295066382,Москва,Кастанаевская улица,55.738561,37.493452,346801.346801347,29.7,1,6.4,1 совмещенный,0,Без ремонта,False,1,"2,6",9,,1,,9,1971
295092345,Москва,улица Петровка,55.765757,37.616162,902439.024390244,41,3,31,1 совмещенный,,Без ремонта,True,1,"4,2",5,Кирпичный,2,,8,1876
295230916,Москва,3-й Павелецкий проезд,55.710732,37.640551,465116.279069767,30.1,1,5.3,1 совмещенный,0,Без ремонта,,1,"2,48",5,Кирпичный,,,20,1961
295245250,Москва,улица Лесная,55.526271,37.217615,190000,31,5,7.5,,1,,False,1,,5,,,,14,
295318703,Москва,Рижский проезд,55.814143,37.660611,288590.604026846,14.9,1,2,,0,,True,1,,8,,,,5,
295322232,Москва,улица Лефортовский Вал,55.759628,37.702373,311320.754716981,31.8,5,7.9,1 совмещенный,0,Без ремонта,False,1,3,5,Кирпичный,,,8,1953
295326424,Москва,улица Паперника,55.721224,37.788046,286666.666666667,30,4,6,1 совмещенный,1,Без ремонта,False,1,"2,5",5,Кирпичный,,,7,1963
295398928,Москва,улица Менжинского,55.867364,37.670762,379166.666666667,24,1,3,,0,,False,1,,5,,,,4,
295419465,Москва,Первомайская улица,55.790469,37.773017,281818.181818182,33,7,6,1 совмещенный,1,Без ремонта,False,1,"2,48",8,Кирпичный,1,,3,1963
295437984,Москва,Затонная улица,55.679991,37.68447,312080.536912752,29.8,8,8,1 совмещенный,1,Без ремонта,False,1,,9,Кирпичный,1,,3,1967
295448594,Москва,Красноармейская улица,55.800463,37.543686,346774.193548387,31,5,5.3,,1,,,1,,5,,,,10,
295555032,Москва,Кутузовский проспект,55.726244,37.458256,384105.960264901,30.2,2,6,,0,,False,1,,5,,,,7,
295671954,Москва,Коптевский бульвар,55.831362,37.529322,320872.274143302,32.1,1,0,,0,,False,1,,5,,,,4,
295681762,Москва,улица Маршала Неделина,55.724616,37.403171,266467.065868264,33.4,2,6,1 совмещенный,1,Без ремонта,False,1,"2,48",9,Кирпичный,1,,5,1971
295712263,Москва,Затонная улица,55.679991,37.68447,312080.536912752,29.8,8,5.5,,1,,,1,,9,,,,3,
295730883,Москва,улица Березки,55.215667,37.067417,113975.903614458,41.5,3,8.7,1 совмещенный,0,Без ремонта,,1,"2,8",4,Кирпичный,,,,2016
295733157,Москва,улица Академика Павлова,55.742149,37.398716,305466.237942122,31.1,4,5.6,,1,,,1,,5,,,,5,
295774366,Москва,Шарикоподшипниковская улица,55.715297,37.676906,336585.365853659,41,5,9,1 совмещенный,1,Без ремонта,False,1,3,9,Кирпичный,1,1,4,1958
295782375,Москва,тупик Чуксин,55.807359,37.558302,216867.469879518,16.6,2,3,,0,,True,1,,8,,,,4,
295804935,Москва,Ленинский проспект,55.674062,37.530535,345161.290322581,31,8,6,1 совмещенный,1,Без ремонта,False,1,"2,7",9,Кирпичный,1,,4,1966
294912900,Москва,улица Руставели,55.815099,37.597675,327586.206896552,29,1,6,,0,,False,1,,5,,,,4,
294150232,Москва,улица Коминтерна,55.867112,37.684748,261971.830985916,35.5,5,0,1 совмещенный,1,Косметический,False,1,"2,68",5,Кирпичный,,,6,1959
265481794,Москва,улица Плющева,55.742225,37.759335,258264.462809917,48.4,2,10.7,1 раздельный,2,Косметический,False,1,"2,7",14,Кирпичный,2,,5,2010
295307975,Москва,Братская улица,55.748523,37.781973,308970.099667774,30.1,1,6,1 совмещенный,0,Евроремонт,,1,"2,6",5,Кирпичный,,,5,1961
289420069,Москва,Чонгарский бульвар,55.653751,37.608068,333333.333333333,39,9,9,,1,,False,1,,9,,,,7,
289748563,Москва,проспект Мира,55.838157,37.658176,318918.918918919,37,1,8,1 раздельный,,Евроремонт,False,1,3,5,Кирпичный,,,11,1957
290298034,Москва,Учебный переулок,55.724292,37.559631,759493.670886076,31.6,1,5,,0,,False,1,,9,,,,4,
290330113,Москва,Учебный переулок,55.724292,37.559631,759493.670886076,31.6,1,11,,0,,,1,,9,,,,5,
292199619,Москва,Песчаный переулок,55.797311,37.50893,362500,28,1,5.3,,0,,False,1,,5,,,,10,
293053748,Москва,Гвардейская улица,55.724789,37.423204,354779.411764706,27.2,1,6,,,,False,1,,5,,,,5,
293248629,Москва,улица Чистова,55.696935,37.750397,283333.333333333,36,4,9,1 раздельный,1,Евроремонт,False,1,3,5,Кирпичный,,,13,1958
293779821,Москва,улица Руставели,55.811513,37.592186,404761.904761905,29.4,4,10,1 раздельный,,Евроремонт,False,1,,5,Кирпичный,,,9,1951
294305147,Москва,Нахимовский проспект,55.66962,37.588781,365269.461077844,33.4,14,7,1 раздельный,1,Евроремонт,False,1,"2,7",15,Кирпичный,2,2,4,1977
294460982,Москва,Новорогожская улица,55.743041,37.679862,500000,31,8,6,,1,,,1,,8,,,,5,
294654678,Москва,,55.484923,37.496057,237237.237237237,33.3,2,0,1 раздельный,1,Евроремонт,False,1,"2,5",5,Кирпичный,,,7,1981
294736668,Москва,Братская улица,55.748523,37.781973,315000,30,1,0,,1,,False,1,,5,,,,1,
294821026,Москва,Профсоюзная улица,55.679509,37.565335,441501.103752759,45.3,8,10.4,1 раздельный,,Евроремонт,False,1,,8,Кирпичный,1,,2,1960
294947646,Москва,Барклая улица,55.739296,37.504205,391061.452513967,35.8,1,8.4,1 раздельный,,Евроремонт,False,1,"3,1",5,Кирпичный,,,9,1953
295010864,Москва,улица Усиевича,55.804294,37.531514,414285.714285714,35,4,9,1 раздельный,1,Евроремонт,False,1,"2,75",9,Кирпичный,1,,6,1962
295048325,Москва,проезд Соломенной Сторожки,55.809899,37.565398,371875,32,1,5.1,1 раздельный,0,Евроремонт,False,1,"2,75",5,Кирпичный,,,10,1958
295070332,Москва,Чапаевский переулок,55.798824,37.518749,433333.333333333,45,7,7.3,,1,,False,1,,7,,,,10,
295285755,Москва,Сиреневый бульвар,55.802917,37.770178,312121.212121212,33,8,0,1 раздельный,1,Евроремонт,False,1,"2,5",9,Кирпичный,1,1,5,1966
295324704,Москва,улица Фадеева,55.77555,37.598483,651428.571428572,35,4,0,1 раздельный,1,Евроремонт,False,1,"2,64",7,Кирпичный,1,,8,1932
295476914,Москва,улица Руставели,55.815099,37.597675,290000,30,1,5.7,,1,,,1,,5,,,,1,
295684314,Москва,Байкальская улица,55.817491,37.805042,333333.333333333,33,4,0,1 раздельный,1,Евроремонт,False,1,"2,64",9,Кирпичный,1,1,2,1966
295734211,Москва,переулок Даев,55.769935,37.636724,644868.035190616,34.1,2,9.4,,,,False,1,,9,,,,6,
295754902,Москва,Средняя Первомайская улица,55.795312,37.811492,284936.479128857,55.1,4,12,,0,,False,1,,5,,,,3,
295317653,Москва,улица Школьная,55.520161,37.212217,163414.634146341,41,1,11,1 совмещенный,1,Евроремонт,False,1,"2,7",5,Кирпичный,,,16,2015
295357085,Москва,2-й Щипковский переулок,55.723572,37.629897,522580.64516129,31,4,7.5,1 совмещенный,1,Евроремонт,False,1,"2,8",9,Кирпичный,1,,8,1970
295359301,Москва,улица 1905 года,55.759826,37.557727,454545.454545455,55,9,13.5,1 совмещенный,,Евроремонт,,1,3,9,Кирпичный,1,,3,1959
295368467,Москва,улица Вавилова,55.688609,37.557044,477203.647416413,32.9,4,0,,0,,False,1,,9,,,,4,
295377272,Москва,улица Сталеваров,55.757713,37.83766,286184.210526316,30.4,3,6,1 совмещенный,1,Евроремонт,,1,"2,64",9,Кирпичный,1,,4,1970
295383490,Москва,улица Шверника,55.688913,37.595258,405000,30,4,6,,1,,False,1,,5,,,,5,
295397857,Москва,Дмитровское шоссе,55.810744,37.578496,320843.091334895,42.7,3,9,1 совмещенный,0,Евроремонт,False,1,"2,8",5,Кирпичный,,,4,1932
295414225,Москва,улица Красина,55.767073,37.588162,757142.857142857,14,2,0,1 совмещенный,0,Евроремонт,False,1,"3,2",6,Кирпичный,1,,9,1908
295416247,Москва,Звенигородское шоссе,55.763523,37.556559,515625,32,7,0,1 совмещенный,0,Евроремонт,False,1,"2,64",9,Кирпичный,1,,6,1963
295422733,Москва,Спортивный проезд,55.68293,37.752158,195195.195195195,33.3,1,13.8,1 совмещенный,,Евроремонт,True,1,,5,Кирпичный,,,13,1963
295482900,Москва,Кутузовский проспект,55.741475,37.535826,520161.290322581,49.6,2,12,,,,False,1,,12,,,,2,
295521462,Москва,улица Академика Скрябина,55.706193,37.790399,286624.203821656,31.4,9,6.5,1 совмещенный,1,Евроремонт,False,1,"2,5",9,Кирпичный,1,,12,1967
295529312,Москва,улица Петровка,55.765757,37.616162,922222.222222222,27,4,5,,0,,True,1,,5,,,,8,
295538217,Москва,шоссе Обводное,55.784096,37.358525,288079.470198676,30.2,5,6,1 совмещенный,1,Евроремонт,,1,"2,6",5,Кирпичный,,,13,1964
295617778,Москва,улица Маршала Бирюзова,55.791825,37.495653,378787.878787879,33,6,7,1 совмещенный,1,Евроремонт,False,1,"2,64",9,Кирпичный,1,,3,1972
295620647,Москва,Кутузовский проспект,55.749066,37.567887,514516.129032258,31,2,6,1 совмещенный,1,Евроремонт,False,1,"2,8",9,,1,,11,1965
295658538,Москва,Ленинский проспект,55.674971,37.530696,398671.096345515,30.1,2,6,,0,,False,1,,9,,,,4,
295716418,Москва,проезд Шокальского,55.886175,37.672307,284431.137724551,33.4,3,6,,1,,,1,,9,,,,11,
295723800,Москва,Миллионная улица,55.817668,37.697603,346666.666666667,30,4,5.9,1 совмещенный,,Евроремонт,False,1,"2,5",9,Кирпичный,1,,5,1975
295732966,Москва,Енисейская улица,55.867586,37.661311,325503.355704698,29.8,7,7,,1,,False,1,,9,,,,2,
295750852,Москва,Байкальская улица,55.817491,37.805042,333333.333333333,33,4,6,1 совмещенный,,Евроремонт,False,1,"2,7",9,Кирпичный,1,,5,1966
295776863,Москва,Зеленодольская улица,55.710778,37.77661,319354.838709677,31,1,6,1 совмещенный,,Евроремонт,False,1,"2,6",5,Кирпичный,,,12,1964
295792668,Москва,улица Петра Романова,55.709713,37.679412,398437.5,32,5,7,1 совмещенный,1,Евроремонт,False,1,"2,7",8,Кирпичный,1,1,5,1961
295795587,Москва,улица Анатолия Живова,55.760069,37.553163,478260.869565217,20.7,1,0,1 совмещенный,0,Евроремонт,False,1,,5,Кирпичный,1,,3,1928
295795877,Москва,улица Анатолия Живова,55.760069,37.553163,467647.058823529,17,1,0,1 совмещенный,0,Евроремонт,False,1,,5,Кирпичный,1,,3,1928
295796903,Москва,Братская улица,55.748523,37.781973,308970.099667774,30.1,1,5,,,,,1,,5,,,,4,
295797454,Москва,Варшавское шоссе,55.657768,37.620204,332369.942196532,34.6,6,6,,1,,False,1,,8,,,,3,
288613465,Москва,Пулковская улица,55.845663,37.484774,313782.991202346,34.1,5,8.8,1 раздельный,0,Косметический,False,1,"2,65",5,Кирпичный,,,5,1960
291684126,Москва,Коломенский проезд,55.667736,37.652445,356568.36461126,37.3,5,9,1 раздельный,0,Косметический,,1,"2,7",7,Кирпичный,1,,19,1980
292726911,Москва,Большая Дорогомиловская улица,55.74673,37.557547,563636.363636364,33,5,6,,1,,False,1,,9,,,,10,
293809611,Москва,Кастанаевская улица,55.734496,37.471695,401492.537313433,33.5,5,7.3,,0,,False,1,,9,,,,6,
293930952,Москва,улица Екатерины Будановой,55.731571,37.429393,328185.328185328,51.8,1,8.4,1 раздельный,,Косметический,False,1,3,5,,,,14,1955
294020574,Москва,улица Трофимова,55.703581,37.661078,341935.483870968,46.5,8,11,1 раздельный,,Косметический,,1,3,9,Кирпичный,1,,4,1956
294831627,Москва,улица Щипок,55.725615,37.632817,601002.004008016,49.9,1,12,1 раздельный,0,Косметический,False,1,3,5,Кирпичный,1,,6,1927
295409971,Москва,улица Шухова,55.717239,37.617465,586419.75308642,32.4,5,6,1 раздельный,0,Косметический,False,1,3,5,Кирпичный,1,,12,1934
295626391,Москва,Чонгарский бульвар,55.652593,37.615371,311572.700296736,33.7,11,9.1,,,,False,1,,12,,,,3,
294241649,Москва,Нагорная улица,55.680534,37.606927,396774.193548387,31,7,6,1 совмещенный,1,Косметический,False,1,,9,Кирпичный,1,,15,1964
294245689,Москва,Судостроительная улица,55.687949,37.690264,367109.634551495,30.1,9,5.6,1 совмещенный,1,Косметический,,1,,9,Кирпичный,1,,5,1969
294451519,Москва,Онежская улица,55.855229,37.511203,380471.380471381,29.7,3,5.3,,1,,False,1,,5,,,,5,
294454801,Москва,Минская улица,55.734374,37.489212,334437.086092715,30.2,2,6,,,,False,1,,5,,,,9,
294467049,Москва,улица Коминтерна,55.867682,37.685602,285714.285714286,35,4,8.5,1 совмещенный,1,Косметический,False,1,"2,8",5,Кирпичный,,,5,1960
294514579,Москва,проспект Мира,55.838905,37.659434,299666.666666667,30,1,5.6,,0,,False,1,,5,,,,3,
294519848,Москва,,55.484923,37.496057,237237.237237237,33.3,2,6,1 совмещенный,1,Косметический,False,1,"2,6",5,Кирпичный,,,7,1981
294579732,Москва,улица Аносова,55.742909,37.75594,330033.00330033,30.3,1,5.6,1 совмещенный,0,Косметический,False,1,,5,Кирпичный,,,15,1962
294737900,Москва,Никитинская улица,55.795934,37.775721,336700.336700337,29.7,6,8,,1,,False,1,,8,,,,4,
294783423,Москва,Нагорная улица,55.681463,37.604583,306930.693069307,30.3,4,6,1 совмещенный,1,Косметический,,1,"2,65",5,Кирпичный,,,17,1971
294869981,Москва,улица 6-я Лазенки,55.65818,37.357869,270000,30,5,6,1 совмещенный,1,Косметический,False,1,,5,Кирпичный,,,3,1970
294951397,Москва,Варшавское шоссе,55.662217,37.620869,293939.393939394,33,6,6,1 совмещенный,,Косметический,False,1,"2,64",8,Кирпичный,1,,4,1961
294970348,Москва,9 Мая улица,55.817466,37.869694,223241.590214067,32.7,2,6,,1,,False,1,,4,,,,,
295009515,Москва,Малая Тульская улица,55.708952,37.618075,412380.952380952,31.5,9,5.4,1 совмещенный,1,Косметический,False,1,"2,64",9,Кирпичный,1,,4,1962
295041203,Москва,Весенняя улица,55.874334,37.513826,263227.513227513,37.8,13,8.5,1 совмещенный,1,Косметический,,1,"2,6",17,Кирпичный,1,1,5,1989
295092890,Москва,Башиловская улица,55.804582,37.573079,366666.666666667,33,3,7,,1,,False,1,,5,,,,4,
295239927,Москва,Знаменская улица,55.802548,37.716531,328093.75,32,1,6,,0,,False,1,,9,,,,4,
295246869,Москва,бульвар Генерала Карбышева,55.778841,37.4713,369230.769230769,39,4,12.3,1 совмещенный,0,Косметический,False,1,"2,7",6,,1,,8,1959
295253657,Москва,улица Седова,55.851136,37.643138,329411.764705882,34,3,6,,1,,False,1,,8,,,,,
295284302,Москва,проезд Соломенной Сторожки,55.809899,37.565398,350769.230769231,32.5,5,5.1,1 совмещенный,1,Косметический,False,1,"2,48",5,Кирпичный,,,11,1958
295334452,Москва,улица Главная,55.819752,37.870843,231884.057971015,34.5,4,5,,1,,False,1,,4,,,,7,
295412318,Москва,Севастопольский проспект,55.676656,37.593857,335179.153094463,30.7,2,5.6,1 совмещенный,1,Косметический,False,1,"2,48",5,Кирпичный,,,5,1961
295444053,Москва,улица Космонавтов,55.820374,37.653604,402960.52631579,30.4,5,5.5,,1,,,1,,5,,,,11,
295446780,Москва,улица Лестева,55.714181,37.610853,447447.447447448,33.3,2,10.6,1 совмещенный,0,Косметический,False,1,"2,7",6,Кирпичный,1,,4,1928
295517607,Москва,Погонный проезд,55.817633,37.703254,301948.051948052,30.8,3,6,1 совмещенный,1,Косметический,,1,"2,7",5,Кирпичный,,,5,1964
295769284,Москва,Черницынский проезд,55.821239,37.789896,322580.64516129,31,4,6,,,,False,1,,9,,,,5,
295776242,Москва,проспект 60-летия Октября,55.705884,37.58287,482258.064516129,31,9,6,1 совмещенный,1,Косметический,False,1,,11,Кирпичный,1,,3,1963
294930867,Москва,улица Шаболовка,55.713654,37.607655,452870.090634441,33.1,3,7,1 раздельный,1,Косметический,False,1,"2,65",9,Кирпичный,1,,7,1962
294941243,Москва,улица Буракова,55.760945,37.731569,271641.791044776,33.5,1,7.5,,,,False,1,,5,,,,9,
294992222,Москва,улица Чугунные Ворота,55.696215,37.799373,288819.875776398,32.2,2,9.4,1 раздельный,0,Косметический,,1,"2,55",9,,1,,3,1974
295003021,Москва,улица Маршала Федоренко,55.881525,37.493228,290322.580645161,31,1,6,,0,,,1,,12,,,,7,
295123129,Москва,Трифоновская улица,55.789315,37.631424,371165.644171779,32.6,2,0,1 раздельный,1,Косметический,,1,"2,6",9,Кирпичный,1,,8,1973
295218415,Москва,улица Академика Миллионщикова,55.666914,37.648169,312500,40,8,8,,0,,False,1,,9,,,,4,
295219548,Москва,улица Академика Миллионщикова,55.667488,37.64834,275000,40,7,8,1 раздельный,0,Косметический,,1,,9,Кирпичный,1,,5,1973
295221196,Москва,улица Вавилова,55.681438,37.547737,367647.058823529,34,2,9,1 раздельный,0,Косметический,False,1,"2,5",9,Кирпичный,1,,4,1965
295224063,Москва,улица Усиевича,55.803737,37.531756,442675.159235669,31.4,4,5.2,,1,,False,1,,6,,,,4,
295225179,Москва,1-й Сельскохозяйственный проезд,55.830832,37.646606,377926.421404682,29.9,1,5.7,,,,False,1,,8,,,,3,
295247090,Москва,Ленинградское шоссе,55.83248,37.487685,287179.487179487,39,9,10,1 раздельный,1,Косметический,,1,,9,Кирпичный,1,,10,1963
295252054,Москва,Бойцовая улица,55.809145,37.718103,362068.965517241,29,4,5,1 раздельный,1,Косметический,False,1,,5,Кирпичный,,,5,1958
295273242,Москва,Большая Черкизовская улица,55.798525,37.726745,364705.882352941,34,2,8,1 раздельный,0,Косметический,,1,"2,64",9,Кирпичный,1,,5,1965
