,price_sq,lat,lon,area,floor,kitchen_area,balconies,renovation,is_apartment,rooms,ceiling_height,house_floors,lifts,freight_lifts,time_on_foot_to_subway,build_year,bathroom_type,house_wall_type
74821,113636.36363636365,55.753656,49.206208,66.0,9.0,8.0,2.0,Косметический,,3.0,,9.0,1.0,,6.0,1977.0,1 раздельный,Панельный
74831,184882.23306894448,55.8114281833196,49.0738112790656,81.95,5.0,0.0,,,False,2.0,2.7,24.0,,,2.0,,,Монолитный
74832,183549.75609756095,55.8107756897106,49.0733713967874,82.0,3.0,0.0,,,False,2.0,2.7,24.0,,,3.0,,,Монолитный
74833,246734.68223086905,55.8107756897106,49.0733713967874,38.55,13.0,0.0,,,False,1.0,2.7,24.0,,,3.0,,,Монолитный
74834,306068.6015831135,55.8134541391244,49.1419199735711,37.9,11.0,6.7,,,,1.0,2.95,24.0,1.0,1.0,4.0,,1 совмещенный,Монолитный
74838,103278.68852459016,55.81996,48.891663,30.5,3.0,7.0,1.0,Косметический,False,1.0,2.6,5.0,,,,1963.0,1 совмещенный,Кирпичный
74839,168367.3469387755,55.772041,49.226923,19.6,1.0,3.2,1.0,Косметический,,,2.6,9.0,1.0,,,1988.0,1 совмещенный,Панельный
75066,170678.33698030634,55.796132,49.191323,45.7,2.0,11.9,0.0,Евроремонт,False,1.0,2.5,9.0,,,7.0,2009.0,1 совмещенный,Кирпичный
75246,141651.0318949343,55.740446,49.219503,53.3,9.0,9.0,0.0,Евроремонт,False,2.0,2.7,10.0,1.0,,5.0,1989.0,1 раздельный,Блочный
75250,162280.70175438595,55.82352,49.059935,11.4,1.0,0.0,0.0,Косметический,False,,2.7,9.0,2.0,,4.0,1978.0,1 раздельный,Кирпичный
75255,205371.8671454219,55.8107756897106,49.0733713967874,55.7,3.0,0.0,,,False,1.0,2.7,24.0,,,3.0,,,Монолитный
75273,234975.0,55.833284,49.152066,40.0,7.0,12.0,,Косметический,False,1.0,,16.0,1.0,,,2015.0,,Кирпичный
75294,216666.66666666663,55.793485,49.24824,30.0,2.0,0.0,1.0,Косметический,,1.0,,19.0,1.0,1.0,,2019.0,,Кирпичный
75301,317460.31746031746,55.754289,49.195356,12.6,3.0,0.0,1.0,Косметический,,1.0,,5.0,,,,1973.0,,Кирпичный
75307,187878.78787878787,55.826524,49.099452,33.0,3.0,0.0,1.0,Косметический,,1.0,,10.0,1.0,,,1976.0,,Кирпичный
75308,93198.99244332493,55.86357,48.873202,39.7,13.0,0.0,1.0,Косметический,,1.0,,18.0,1.0,1.0,,2017.0,,Блочный
75309,107017.54385964911,55.834355,49.082276,51.3,2.0,0.0,1.0,Косметический,,2.0,,4.0,,,,1942.0,,Кирпичный
75310,231638.88888888888,55.822008,49.112298,36.0,2.0,0.0,1.0,Евроремонт,,1.0,,10.0,1.0,,,2001.0,,Панельный
75315,217948.71794871797,55.794295,49.247252,39.0,3.0,0.0,1.0,Дизайнерский,,1.0,,10.0,1.0,1.0,,2019.0,,Кирпичный
75316,182600.0,55.821234,49.12465,65.0,7.0,0.0,1.0,Евроремонт,,3.0,,8.0,1.0,,,1996.0,,Панельный
75322,227794.11764705885,55.779221,49.193991,68.0,5.0,0.0,1.0,Евроремонт,,3.0,,19.0,1.0,1.0,,2022.0,,Кирпичный
75323,175241.15755627007,55.746127,49.189858,62.2,10.0,0.0,1.0,Евроремонт,,3.0,,11.0,1.0,,,1992.0,,Панельный
75324,191234.04255319148,55.799785,49.122575,117.5,6.0,0.0,1.0,Без ремонта,,3.0,,6.0,1.0,,,2013.0,,
75325,192682.92682926828,55.729995,49.17156,41.0,17.0,0.0,1.0,Евроремонт,,1.0,,19.0,1.0,1.0,,2019.0,,Кирпичный
75326,150812.0649651972,55.76838,49.238412,43.1,16.0,0.0,1.0,Косметический,,1.0,,16.0,1.0,,,2006.0,,Панельный
75330,136000.0,55.840133,49.148096,50.0,2.0,0.0,1.0,Косметический,,2.0,,9.0,1.0,,,1987.0,,Панельный
75334,217221.1350293542,55.778061,49.110654,51.1,5.0,8.0,1.0,Дизайнерский,False,2.0,2.48,9.0,1.0,,4.0,1977.0,1 раздельный,Кирпичный
75432,188612.0996441281,55.792701,49.249111,28.1,18.0,0.0,0.0,Евроремонт,False,,2.7,19.0,2.0,1.0,12.0,2018.0,1 совмещенный,Кирпичный
75433,148936.1489361702,55.799284,49.195212,47.0,3.0,0.0,1.0,Косметический,False,2.0,2.7,9.0,1.0,1.0,8.0,1985.0,1 совмещенный,Кирпичный
75439,140845.0704225352,55.814846,49.196335,14.2,4.0,1.0,0.0,Косметический,False,,2.6,5.0,,,11.0,1985.0,,Кирпичный
75446,201892.74447949528,55.826352,49.146748,31.7,10.0,0.0,1.0,Косметический,,1.0,,10.0,1.0,,,1997.0,,Кирпичный
75449,173529.41176470587,55.854355,49.076177,17.0,2.0,2.0,0.0,Евроремонт,False,,3.0,3.0,,,6.0,1946.0,1 раздельный,Кирпичный
75452,250411.86161449752,55.798657,49.180732,60.7,13.0,0.0,1.0,Евроремонт,,2.0,,19.0,1.0,1.0,,2020.0,,Кирпичный
75455,187500.0,55.782476,49.143002,70.4,4.0,0.0,1.0,Дизайнерский,,2.0,,5.0,,,,1999.0,,Кирпичный
75459,121396.05462822458,55.829032,49.137639,65.9,4.0,0.0,1.0,Без ремонта,,3.0,,9.0,1.0,,,1979.0,,Кирпичный
75463,116129.03225806452,55.850262,48.909988,31.0,2.0,0.0,1.0,,,1.0,,2.0,,,,1971.0,,Кирпичный
75467,314516.12903225806,55.85341,49.068316,18.6,2.0,0.0,1.0,Косметический,,3.0,,5.0,,,,1970.0,,Кирпичный
75468,169841.26984126985,55.828521,49.156989,63.0,4.0,0.0,1.0,Евроремонт,,3.0,,9.0,1.0,,,1982.0,,Кирпичный
75480,126562.5,55.678869,49.198958,32.0,17.0,5.0,,Без ремонта,False,1.0,,19.0,1.0,,,2019.0,1 совмещенный,Монолитный
75485,149338.37429111532,55.740715,49.218155,52.9,4.0,0.0,1.0,Косметический,,1.0,,10.0,1.0,,,2006.0,,Монолитный
75487,90277.77777777778,55.824041,49.055264,57.6,3.0,0.0,1.0,Косметический,,3.0,,5.0,,,,1969.0,,Панельный
75490,231034.4827586207,55.76096,49.178701,29.0,2.0,0.0,1.0,Евроремонт,,,,9.0,1.0,,,1970.0,,Кирпичный
75496,139614.85557083905,55.784526,49.220958,72.7,7.0,0.0,1.0,Косметический,,2.0,,10.0,1.0,,,1999.0,,Панельный
75547,178994.0828402367,55.835488,49.131055,33.8,8.0,0.0,1.0,Косметический,,1.0,,9.0,1.0,,,1977.0,,Панельный
75554,160621.7616580311,55.802776,49.236221,38.6,11.0,17.5,1.0,Без ремонта,,1.0,,19.0,3.0,,,2022.0,1 совмещенный,
75556,183804.6272493573,55.764374,49.20018,38.9,8.0,11.3,1.0,Без ремонта,,1.0,,17.0,3.0,,3.0,,1 совмещенный,Монолитно-кирпичный
75557,218840.57971014493,55.782522,49.184981,34.5,18.0,10.5,1.0,Без ремонта,,1.0,3.0,21.0,3.0,,3.0,,1 совмещенный,Кирпичный
75566,175718.8498402556,55.831019,49.097844,31.3,1.0,6.0,,Косметический,False,1.0,,5.0,,,,1969.0,,Панельный
75600,205200.0,55.8183604467516,49.1898767566498,33.6,5.0,15.7,,,False,1.0,2.87,14.0,2.0,9.0,8.0,,1 совмещенный,Монолитный
75601,257500.00000000003,55.8183604467516,49.1898767566498,22.4,5.0,4.9,1.0,,False,,2.87,12.0,2.0,9.0,8.0,,1 совмещенный,Монолитный
75603,98714.40909090907,55.786151,49.187226,44.0,3.0,0.0,0.0,,False,2.0,3.0,9.0,1.0,1.0,7.0,2008.0,,Кирпичный
75605,164705.88235294115,55.77674,49.184585,68.0,12.0,12.3,0.0,Без ремонта,,2.0,2.7,20.0,1.0,1.0,20.0,,1 совмещенный,Монолитно-кирпичный
75607,182957.39348370928,55.82567393362282,49.041050374282285,39.9,6.0,12.4,0.0,,False,1.0,,19.0,1.0,1.0,6.0,,1 совмещенный,Монолитный
75608,185813.9534883721,55.851919,49.066367,43.0,8.0,8.7,1.0,Евроремонт,False,2.0,2.8,10.0,2.0,,7.0,2019.0,1 раздельный,Блочный
75647,97826.08695652174,55.852223,49.06996,59.8,5.0,6.7,1.0,Косметический,,3.0,,5.0,,,3.0,1974.0,1 совмещенный,Панельный
75651,226666.66666666663,55.8112952682667,49.0745944840974,60.0,14.0,0.0,0.0,,False,2.0,,24.0,,,2.0,,,Кирпичный
75652,240000.0,55.8289199395806,49.16210793784887,50.0,8.0,0.0,0.0,,,2.0,,17.0,,,6.0,,,Монолитный
75654,199832.7759197325,55.788044,49.217437,59.8,3.0,9.2,0.0,Евроремонт,,2.0,,17.0,2.0,,,2021.0,1 совмещенный,Панельный
75656,225090.9090909091,55.75517,49.189562,27.5,5.0,6.2,1.0,Косметический,,1.0,,9.0,1.0,,,1986.0,1 совмещенный,Панельный
75657,174418.60465116278,55.73853,49.203306,43.0,2.0,10.0,1.0,Косметический,,1.0,,7.0,,,,,1 совмещенный,Кирпичный
75663,191873.5891647856,55.804461,49.221362,44.3,11.0,6.3,1.0,Евроремонт,False,2.0,2.6,20.0,1.0,1.0,,2020.0,1 совмещенный,Монолитный
75665,178660.04962779157,55.778892,49.184657,40.3,7.0,9.0,0.0,Евроремонт,False,,2.7,20.0,1.0,,7.0,2023.0,1 совмещенный,
75667,157142.85714285713,55.747312,49.226025,35.0,8.0,6.0,1.0,Евроремонт,False,1.0,2.65,9.0,1.0,,9.0,1977.0,1 совмещенный,Панельный
75668,160743.80165289258,55.820268,49.049775,48.4,6.0,9.3,0.0,Косметический,,1.0,,9.0,1.0,,,2008.0,1 совмещенный,Кирпичный
75669,241758.24175824173,55.76679,49.188592,45.5,2.0,8.0,0.0,Евроремонт,False,2.0,2.59,12.0,1.0,,7.0,2016.0,1 совмещенный,Кирпичный
75671,162644.28121720883,55.84262,49.131648,95.3,5.0,14.7,0.0,Евроремонт,False,3.0,2.8,10.0,1.0,,7.0,2009.0,2 совмещенных,Кирпичный
75686,209909.90990990997,55.836999,49.151932,33.3,1.0,7.5,,Дизайнерский,False,1.0,2.6,9.0,1.0,,,1986.0,,Панельный
75687,143440.1114206128,55.785933,49.173473,71.8,10.0,13.7,1.0,Косметический,False,2.0,2.8,10.0,1.0,,5.0,2006.0,1 раздельный,
75822,284996.6666666667,55.777829,49.143182,300.0,17.0,0.0,0.0,Без ремонта,False,,3.4,18.0,1.0,1.0,5.0,2013.0,2 раздельных,Монолитный
75847,233485.1936218679,55.806267,49.181298,43.9,4.0,10.7,1.0,Евроремонт,False,1.0,2.7,10.0,1.0,1.0,7.0,2012.0,1 совмещенный,Кирпичный
75852,225662.99287410924,55.7375168138009,49.2056901540157,42.1,8.0,0.0,,,False,2.0,3.0,22.0,4.0,,2.0,,,Монолитный
75854,281362.0071684588,55.813455,49.136867,55.8,6.0,20.0,0.0,Без ремонта,False,3.0,3.0,20.0,,,7.0,2021.0,2 раздельных,
76024,132686.5671641791,55.839117,49.086795,67.0,5.0,9.9,2.0,Косметический,False,3.0,,9.0,1.0,,4.0,1977.0,1 совмещенный,Кирпичный
76026,165261.70798898072,55.74334,49.208696,36.3,4.0,9.1,1.0,,,1.0,,9.0,1.0,,,1987.0,1 совмещенный,Панельный
76031,145502.64550264552,55.836474,49.137603,37.8,4.0,13.3,0.0,Косметический,False,1.0,2.7,9.0,2.0,,7.0,1989.0,1 раздельный,Кирпичный
76032,205562.27327690448,55.821234,49.12465,33.08,3.0,8.1,1.0,Косметический,False,1.0,2.55,8.0,1.0,,6.0,1996.0,1 совмещенный,Панельный
76034,116052.0607375271,55.873051,49.019466,46.1,5.0,5.4,1.0,Евроремонт,,2.0,2.52,5.0,,,,1975.0,1 совмещенный,Панельный
76292,173731.3432835821,55.850403,49.065954,33.5,6.0,8.0,1.0,Косметический,False,1.0,2.7,9.0,1.0,1.0,6.0,2018.0,1 совмещенный,Кирпичный
76293,144625.0,55.744895,49.201662,56.0,12.0,12.0,1.0,Косметический,False,2.0,2.5,15.0,1.0,,4.0,2001.0,1 раздельный,Кирпичный
76294,208000.0,55.78854487616924,49.2109056692779,65.87,7.0,0.0,3.0,,False,2.0,2.75,10.0,5.0,,5.0,,"1 совмещенный, 1 раздельный",Монолитно-кирпичный
76295,285000.0,55.78854487616924,49.2109056692779,29.73,7.0,8.1,3.0,,False,,2.75,10.0,5.0,,5.0,,"1 совмещенный, 1 раздельный",Монолитно-кирпичный
76296,202000.00000000003,55.78854487616924,49.2109056692779,70.71,7.0,0.0,3.0,,False,2.0,2.75,10.0,5.0,,5.0,,"1 совмещенный, 1 раздельный",Монолитно-кирпичный
76297,184000.0,55.78854487616924,49.2109056692779,98.16,10.0,0.0,4.0,,False,3.0,2.75,10.0,5.0,,5.0,,"2 совмещенных, 1 раздельный",Монолитно-кирпичный
76298,148876.40449438203,55.75134,49.216395,53.4,4.0,10.0,0.0,Косметический,,2.0,,9.0,1.0,,3.0,1975.0,1 раздельный,Панельный
76299,184000.0,55.78854487616924,49.2109056692779,98.66,10.0,0.0,4.0,,False,3.0,2.75,10.0,5.0,,5.0,,"2 совмещенных, 1 раздельный",Монолитно-кирпичный
76353,119266.05504587156,55.760363,49.174659,43.6,5.0,5.5,1.0,Косметический,,2.0,2.7,5.0,,,,1968.0,1 раздельный,Кирпичный
76354,236486.4864864865,55.805609,49.176501,38.48,3.0,12.8,1.0,Евроремонт,,1.0,,20.0,1.0,,,1967.0,1 совмещенный,Кирпичный
76355,94216.41791044777,55.821163,48.903952,53.6,4.0,8.6,,Косметический,False,2.0,,5.0,,,,1992.0,,Кирпичный
76356,97222.22222222222,55.821472,48.891088,36.0,9.0,8.0,,Косметический,False,1.0,,9.0,1.0,,,1995.0,1 совмещенный,Кирпичный
76394,113252.42718446604,55.778274,49.221156,61.8,1.0,7.8,0.0,Косметический,False,3.0,2.7,9.0,1.0,,5.0,1997.0,1 раздельный,Панельный
76399,124324.32432432432,55.755287,49.198168,74.0,9.0,21.9,1.0,Дизайнерский,False,3.0,2.7,9.0,1.0,,5.0,1973.0,1 совмещенный,Панельный
76539,142839.2857142857,55.809069,49.188556,56.0,5.0,7.0,1.0,Евроремонт,False,3.0,2.65,5.0,,,8.0,1960.0,1 совмещенный,Кирпичный
76540,353070.17543859646,55.807749,49.089687,45.6,21.0,0.0,1.0,Без ремонта,,1.0,,25.0,1.0,1.0,,2021.0,,
76541,204481.7927170868,55.753301,49.24382,35.7,7.0,0.0,1.0,Евроремонт,,1.0,,10.0,1.0,1.0,,2013.0,,Кирпичный
76542,185595.567867036,55.8226592146024,49.036406884932,36.1,8.0,5.0,1.0,,,1.0,,9.0,1.0,1.0,4.0,,,
76543,118421.05263157896,55.752992,49.218093,19.0,4.0,0.0,1.0,Косметический,,1.0,,9.0,1.0,,,1978.0,,Монолитный
76544,164473.68421052632,55.777099,49.213772,60.8,12.0,0.0,1.0,Евроремонт,,2.0,,16.0,1.0,1.0,,2019.0,,
76545,201204.81927710844,55.822706,49.144269,91.3,12.0,0.0,1.0,Евроремонт,,3.0,,18.0,,,,2021.0,,Монолитно-кирпичный
76546,184573.00275482092,55.801081,49.20504,36.3,9.0,0.0,1.0,Без ремонта,,1.0,,17.0,1.0,1.0,,2021.0,,Кирпичный
76547,167958.65633074933,55.79061,49.249291,77.4,9.0,0.0,1.0,Евроремонт,,3.0,,10.0,1.0,1.0,,2017.0,,Кирпичный
76548,183139.53488372092,55.829547,49.149542,34.4,7.0,0.0,1.0,Евроремонт,,1.0,,9.0,1.0,,,1981.0,,Панельный
76549,287272.7272727273,55.818746,49.146551,55.0,6.0,0.0,1.0,Евроремонт,,2.0,,17.0,1.0,1.0,,2021.0,,Монолитный
76550,410742.4960505529,55.807749,49.089687,63.3,17.0,0.0,1.0,Без ремонта,,3.0,,25.0,,,,2021.0,,
76551,149462.36559139786,55.830291,49.054797,46.5,5.0,0.0,1.0,Евроремонт,,2.0,,5.0,,,,1975.0,,Кирпичный
76552,190735.69482288827,55.767919,49.172216,36.7,14.0,0.0,1.0,Без ремонта,,1.0,,19.0,1.0,1.0,,2018.0,,Монолитный
76553,115790.64587973274,55.873051,49.019466,44.9,4.0,0.0,1.0,Евроремонт,,1.0,,5.0,,,,1975.0,,Панельный
76554,166279.06976744186,55.800554,48.960438,43.0,4.0,0.0,1.0,Евроремонт,,1.0,,5.0,,,,2016.0,,Кирпичный
76555,222897.19626168223,55.791633,49.132142,107.0,1.0,0.0,1.0,Евроремонт,,3.0,,5.0,1.0,1.0,,2000.0,,
76556,108465.60846560849,55.868364,48.88338,37.8,18.0,0.0,1.0,Косметический,,1.0,,19.0,1.0,1.0,,2017.0,,Блочный
76557,117411.76470588236,55.816085,49.062594,42.5,5.0,0.0,1.0,Евроремонт,,2.0,,5.0,,,,1961.0,,Кирпичный
76558,223340.04024144867,55.772497,49.172961,49.7,5.0,0.0,1.0,Косметический,,2.0,,10.0,,,,2017.0,,Кирпичный
76559,153333.33333333334,55.843373,49.096757,30.0,2.0,0.0,1.0,Косметический,,1.0,,5.0,,,,1959.0,,Кирпичный
76560,232824.42748091603,55.787786,49.254726,26.2,12.0,0.0,0.0,Косметический,,,,19.0,1.0,1.0,,2021.0,,Кирпичный
76561,214155.84415584416,55.781099,49.149237,77.0,11.0,0.0,0.0,Дизайнерский,,3.0,,20.0,1.0,1.0,,2021.0,,Кирпичный
76562,151212.12121212122,55.804202,49.180974,33.0,3.0,0.0,1.0,Косметический,,1.0,,9.0,,,,1978.0,,Кирпичный
76563,198365.1226158038,55.824005,49.118424,36.7,9.0,0.0,1.0,Евроремонт,,1.0,,10.0,1.0,,,2002.0,,Панельный
76564,200000.0,55.792321,49.247566,54.0,7.0,0.0,1.0,Дизайнерский,,2.0,,10.0,1.0,,,2018.0,,Кирпичный
76565,167187.5,55.743213,49.232412,64.0,5.0,0.0,1.0,Без ремонта,,2.0,,18.0,1.0,1.0,,2022.0,,Панельный
76567,170235.5460385439,55.822357,49.082707,46.7,7.0,0.0,0.0,Косметический,,2.0,,9.0,,,,1986.0,,Кирпичный
76568,82317.07317073172,55.866344,49.054482,32.8,4.0,0.0,1.0,,,2.0,,5.0,,,,1976.0,,Кирпичный
76569,166666.66666666666,55.801055,48.960878,42.0,5.0,0.0,1.0,Евроремонт,,1.0,,5.0,,,,2016.0,,Кирпичный
76570,177419.35483870967,55.800261,49.188843,12.4,4.0,0.0,1.0,Косметический,,,,5.0,,,,1968.0,,Кирпичный
76573,144429.16093535075,55.800554,48.960438,72.7,1.0,0.0,1.0,Евроремонт,,2.0,,5.0,,,,,,
76574,155852.9411764706,55.778578,49.235358,34.0,1.0,0.0,1.0,Косметический,,1.0,,9.0,,,,1998.0,,Панельный
76576,187500.0,55.831964,49.058058,17.6,4.0,0.0,1.0,Евроремонт,,1.0,,5.0,,,,1971.0,,Кирпичный
76577,269192.3076923077,55.7814968336397,49.1881412758375,26.0,9.0,5.0,1.0,,,,,21.0,1.0,1.0,3.0,,,
76580,227272.7272727273,55.805761,49.223536,20.9,7.0,5.0,1.0,,,,,12.0,1.0,1.0,8.0,,,
76581,212468.75,55.805761,49.223536,32.0,17.0,5.0,1.0,,,1.0,,20.0,1.0,1.0,8.0,,,
76583,170588.23529411765,55.836287,49.10928,51.0,6.0,0.0,1.0,Евроремонт,,2.0,,9.0,1.0,,,1985.0,,Панельный
76586,138832.99798792755,55.828895,49.148374,49.7,5.0,0.0,1.0,Без ремонта,,2.0,,9.0,1.0,,,1984.0,,Монолитный
76588,196491.22807017545,55.822726,49.143128,57.0,18.0,0.0,1.0,Евроремонт,,2.0,,19.0,1.0,1.0,,2013.0,,Кирпичный
76589,69244.60431654676,55.814588,49.269018,55.6,2.0,0.0,1.0,,,2.0,,2.0,,,,1957.0,,Кирпичный
76590,188891.6876574307,55.767681,49.17324,39.7,21.0,0.0,1.0,Евроремонт,,1.0,,23.0,1.0,1.0,,2019.0,,Монолитный
76591,275862.0689655172,55.813455,49.136867,58.0,6.0,0.0,1.0,Без ремонта,,3.0,,20.0,1.0,1.0,,2021.0,,
76592,214062.5,55.777292,49.109729,32.0,6.0,0.0,1.0,,,,,9.0,1.0,,,1967.0,,Кирпичный
76615,268817.2043010753,55.794948,49.111777,55.8,6.0,0.0,1.0,Косметический,,2.0,,6.0,,,,1917.0,,Кирпичный
76616,144736.84210526315,55.779135,49.106908,114.0,4.0,14.0,0.0,Косметический,False,3.0,2.8,6.0,1.0,,4.0,2001.0,1 раздельный,Кирпичный
76647,115041.84100418413,55.781767,49.166835,47.8,3.0,0.0,,,,2.0,,5.0,,,,1966.0,,Кирпичный
76731,238095.23809523808,55.775793,49.213852,35.7,7.0,9.6,0.0,Евроремонт,False,1.0,2.7,18.0,1.0,1.0,9.0,2019.0,1 совмещенный,Монолитный
76732,122621.18491921003,55.869597,49.230768,55.7,5.0,10.3,1.0,Косметический,False,2.0,2.5,5.0,,,,2004.0,1 раздельный,Кирпичный
76761,247619.04761904763,55.782112,49.143694,105.0,3.0,14.0,0.0,Дизайнерский,,3.0,,10.0,1.0,,,2008.0,2 совмещенных,Кирпичный
76762,248684.2105263158,55.768025,49.173824,38.0,10.0,9.6,0.0,Евроремонт,,1.0,,23.0,3.0,1.0,10.0,2019.0,1 совмещенный,Монолитный
76763,160609.61313012897,55.732393,49.174794,85.3,4.0,10.7,0.0,Евроремонт,,3.0,2.8,12.0,2.0,,6.0,2016.0,1 раздельный,Кирпичный
76764,152834.3949044586,55.833213,49.121613,31.4,5.0,6.0,1.0,,False,1.0,,5.0,,,,1972.0,,Панельный
76765,429971.9887955182,55.782517,49.135286,35.7,7.0,0.0,1.0,Косметический,False,1.0,,8.0,,,6.0,,1 совмещенный,
76810,183000.0,55.836297,49.116556,30.0,8.0,7.0,1.0,Евроремонт,,1.0,,9.0,1.0,,,1993.0,1 совмещенный,Панельный
76811,198113.20754716985,55.803155,49.181953,53.0,11.0,9.0,,Без ремонта,False,2.0,,19.0,1.0,,,2021.0,1 совмещенный,Кирпичный
76868,204188.48167539263,55.783731,49.195527,38.2,8.0,10.2,0.0,Без ремонта,,1.0,2.73,22.0,1.0,,,2017.0,1 совмещенный,Кирпичный
76869,198895.0276243094,55.792321,49.247566,54.3,7.0,12.4,0.0,Дизайнерский,,2.0,2.6,10.0,1.0,,14.0,2018.0,1 раздельный,Кирпичный
76870,199501.246882793,55.740715,49.218155,40.1,4.0,10.0,1.0,Евроремонт,,1.0,,10.0,1.0,,2.0,2006.0,1 совмещенный,Монолитный
76871,307927.69774395216,55.793419,49.167068,36.79,12.0,3.2,0.0,Без ремонта,,1.0,4.66,20.0,3.0,,7.0,,1 совмещенный,Монолитно-кирпичный
76872,321000.0,55.793419,49.167068,55.4,14.0,6.8,0.0,Без ремонта,,2.0,3.02,20.0,3.0,,7.0,,1 совмещенный,Монолитно-кирпичный
76873,274725.2747252747,55.819449,49.12827,45.5,8.0,15.3,0.0,Без ремонта,,2.0,2.7,19.0,2.0,,5.0,,1 совмещенный,Монолитный
76874,337000.0,55.793419,49.167068,76.05,10.0,7.5,0.0,Без ремонта,,3.0,3.02,20.0,3.0,,7.0,,2 совмещенных,Монолитно-кирпичный
76960,192010.30927835053,55.784526,49.220958,38.8,9.0,14.0,1.0,Дизайнерский,,1.0,,10.0,1.0,,,1999.0,1 совмещенный,Панельный
76963,223684.2105263158,55.782522,49.184981,30.4,9.0,12.0,1.0,Без ремонта,,,,19.0,2.0,,,,1 совмещенный,Кирпичный
76969,129740.51896207585,55.864748,49.096308,50.1,2.0,8.3,1.0,Косметический,False,2.0,,9.0,1.0,,8.0,1985.0,1 раздельный,Кирпичный
77044,125000.0,55.86062,49.072979,36.0,6.0,9.0,1.0,Без ремонта,False,1.0,2.7,9.0,1.0,,7.0,1984.0,1 совмещенный,Кирпичный
77045,182173.91304347827,55.817421,49.081073,23.0,2.0,4.0,0.0,Евроремонт,False,2.0,2.7,5.0,,,6.0,1975.0,1 совмещенный,Кирпичный
77046,96660.80843585238,55.730441,49.093676,56.9,3.0,9.0,0.0,Косметический,,3.0,,3.0,,,,1989.0,1 раздельный,Кирпичный
77047,275000.7786988194,55.8289199395806,49.16210793784887,39.81,6.0,0.0,,,False,2.0,2.7,17.0,,,6.0,,,Монолитно-кирпичный
77049,275319.12328767125,55.8289199395806,49.16210793784887,36.5,6.0,0.0,,,False,1.0,2.7,17.0,,,6.0,,,Монолитно-кирпичный
77051,243566.3934426229,55.8289199395806,49.16210793784887,70.76,13.0,0.0,,,False,3.0,2.7,17.0,,,6.0,,,Монолитно-кирпичный
77149,144954.12844036697,55.779692,49.148743,109.0,2.0,20.0,,Дизайнерский,,3.0,3.1,10.0,1.0,,,2007.0,1 совмещенный,Кирпичный
77157,227155.39494062983,55.814315,49.138367,96.85,4.0,12.1,0.0,Без ремонта,,3.0,3.0,22.0,1.0,1.0,6.0,,1 раздельный,Кирпичный
77158,322519.08396946563,55.799052,49.18136,52.4,14.0,13.6,1.0,Дизайнерский,,2.0,,20.0,2.0,,5.0,2023.0,1 совмещенный,
77160,308733.0873308733,55.815104,49.137954,40.65,9.0,13.6,0.0,Без ремонта,,1.0,,21.0,2.0,1.0,5.0,2023.0,1 совмещенный,
77164,221134.61538461535,55.818559,49.105507,52.0,12.0,8.0,0.0,Евроремонт,,2.0,,18.0,1.0,,,2011.0,1 совмещенный,Кирпичный
77166,85235.92085235921,55.814138,49.061633,65.7,3.0,17.0,1.0,Косметический,,3.0,,3.0,,,,1929.0,1 раздельный,Кирпичный
77190,171933.96226415096,55.79265,49.254411,42.4,1.0,16.0,1.0,Евроремонт,,1.0,2.6,10.0,1.0,,8.0,2017.0,1 совмещенный,Кирпичный
77191,133305.55555555556,55.841114,49.137118,36.0,6.0,8.0,1.0,Без ремонта,,1.0,2.7,9.0,1.0,,,1986.0,1 совмещенный,Панельный
77193,182894.73684210525,55.802776,49.236221,38.0,10.0,20.0,0.0,Евроремонт,,1.0,,19.0,2.0,,,2022.0,1 совмещенный,
77195,158675.799086758,55.802523,49.069888,43.8,5.0,11.2,0.0,Косметический,,1.0,,9.0,1.0,,5.0,2006.0,1 совмещенный,Кирпичный
77199,223333.3333333333,55.779221,49.193991,30.0,14.0,6.0,0.0,Без ремонта,False,,2.7,20.0,2.0,2.0,6.0,2022.0,1 совмещенный,Кирпичный
77208,333717.49356854096,55.8289320174161,49.161367648161,27.21,4.0,0.0,,,False,,2.7,18.0,,,6.0,,,Монолитно-кирпичный
77210,252054.37287035532,55.8289320174161,49.161367648161,61.63,5.0,0.0,,,False,3.0,2.7,18.0,,,6.0,,,Монолитно-кирпичный
77211,271885.5924170616,55.8289320174161,49.161367648161,42.2,5.0,0.0,,,False,2.0,2.7,18.0,,,6.0,,,Монолитно-кирпичный
77213,247946.8437448762,55.8289320174161,49.161367648161,60.99,5.0,0.0,,,False,3.0,2.7,18.0,,,6.0,,,Монолитно-кирпичный
77216,263261.3918973125,55.8289320174161,49.161367648161,49.86,7.0,0.0,,,False,2.0,2.7,18.0,,,6.0,,,Монолитно-кирпичный
77273,103146.85314685314,55.826751,49.068631,57.2,4.0,6.1,1.0,Косметический,False,3.0,2.58,5.0,,,4.0,1972.0,1 раздельный,Панельный
77333,338753.3780487805,55.807749,49.089687,82.0,17.0,17.5,0.0,Косметический,,3.0,2.7,25.0,3.0,,3.0,2021.0,1 совмещенный,
77335,92989.8426323319,55.809884,49.267464,69.9,2.0,12.0,0.0,Евроремонт,,2.0,,5.0,,,,2013.0,1 совмещенный,
77336,113801.45278450364,55.865556,48.881548,41.3,13.0,12.0,1.0,Косметический,False,1.0,2.7,19.0,2.0,,21.0,2017.0,1 совмещенный,Монолитный
