,price_sq,lat,lon,area,floor,kitchen_area,balconies,renovation,is_apartment,rooms,ceiling_height,house_floors,lifts,freight_lifts,time_on_foot_to_subway,build_year,bathroom_type,house_wall_type
16661,432551.3196480938,55.714901,37.606011,68.2,4.0,0.0,1.0,Без ремонта,True,3.0,,5.0,0.0,0.0,1.0,,,
16667,341666.6666666667,55.825689,37.413215,24.0,9.0,0.0,0.0,Дизайнерский,True,,,25.0,2.0,1.0,4.0,2022.0,,
16674,299145.2991452991,55.655422,37.618794,58.5,3.0,9.7,0.0,Евро,,2.0,,8.0,1.0,,3.0,1959.0,,
16675,531250.0,55.859312,37.475198,22.4,21.0,3.0,0.0,Евро,,,,35.0,1.0,,7.0,2023.0,,
16676,374531.8352059925,55.728003,37.734946,26.7,19.0,4.4,0.0,Евро,,,,32.0,1.0,1.0,7.0,2023.0,,
16677,318791.9463087248,55.8909050208726,37.571484442435,29.8,15.0,7.0,0.0,Евро,,,,25.0,1.0,1.0,4.0,2023.0,,
16681,269155.20628683694,55.849443,37.625415,50.9,6.0,10.0,1.0,Без ремонта,True,2.0,,18.0,2.0,1.0,2.0,2023.0,,
16682,270736.43410852714,55.850176,37.622441,25.8,9.0,5.0,,Евро,True,,,18.0,2.0,1.0,4.0,,,
16686,309628.0087527352,55.825689,37.413215,45.7,13.0,12.0,0.0,Дизайнерский,True,2.0,,25.0,2.0,1.0,4.0,2022.0,,
16688,796234.772978959,55.759355,37.613,90.3,7.0,10.4,1.0,Евро,,3.0,,8.0,1.0,,4.0,1929.0,,
16699,160944.2060085837,60.020867,30.228884,46.6,7.0,13.6,0.0,Евро,False,1.0,,10.0,2.0,,5.0,1990.0,,
16701,185840.70796460175,59.85397,30.35728,33.9,3.0,8.2,1.0,Евро,False,1.0,,10.0,1.0,0.0,5.0,1970.0,,
16703,258409.7859327217,55.825689,37.413215,65.4,6.0,17.0,0.0,Без ремонта,True,3.0,,25.0,2.0,1.0,4.0,2022.0,,
16705,359712.2302158273,59.875406,30.334293,41.7,5.0,13.4,1.0,Косметический,False,1.0,,10.0,,1.0,4.0,2022.0,,
16708,517241.37931034487,55.715454,37.595079,34.8,4.0,10.0,1.0,Дизайнерский,False,1.0,,5.0,0.0,0.0,13.0,1953.0,,
16711,321839.0804597701,55.645044,37.659191,87.0,2.0,14.3,0.0,Косметический,False,3.0,,20.0,2.0,2.0,3.0,2008.0,,
16715,182648.401826484,59.955777,30.412751,65.7,2.0,9.0,0.0,Евро,False,2.0,,4.0,0.0,0.0,7.0,1949.0,,
16721,239130.4347826087,60.034987,30.219416,23.0,3.0,7.0,0.0,Без ремонта,,,,24.0,1.0,1.0,8.0,2019.0,,
16722,194741.9668938656,59.959034,30.309795,102.7,4.0,11.7,2.0,Евро,,4.0,,5.0,,,9.0,1910.0,,
16728,519750.5197505197,55.75201456903513,37.45389348905851,48.1,4.0,18.0,,Дизайнерский,False,1.0,,13.0,2.0,1.0,3.0,,,
16732,347652.17391304346,55.585367,37.601151,57.5,12.0,18.9,0.0,Евро,False,2.0,,25.0,2.0,2.0,5.0,2018.0,,
16733,389830.5084745762,55.770856,37.517994,23.6,12.0,5.0,0.0,Дизайнерский,True,,,22.0,2.0,2.0,5.0,2023.0,,
16739,241935.48387096773,59.920082,30.284418,68.2,5.0,11.6,,Без ремонта,False,2.0,,6.0,1.0,,6.0,1914.0,,
16741,309500.4032258064,55.59428,37.429528,62.0,9.0,16.3,,Косметический,False,4.0,,15.0,1.0,1.0,4.0,2024.0,,
16748,235602.09424083767,55.668752,37.789618,76.4,8.0,12.8,1.0,Дизайнерский,,3.0,,10.0,1.0,1.0,5.0,2003.0,,
16749,322727.2727272727,55.607143,37.616198,33.0,6.0,6.7,1.0,Дизайнерский,,1.0,,9.0,,,12.0,,,
16750,85937.5,55.858983,48.900915,64.0,16.0,13.0,0.0,Дизайнерский,False,2.0,,18.0,1.0,1.0,19.0,2022.0,,
16752,367847.4114441417,55.722056,37.662479,36.7,3.0,0.0,1.0,Евро,False,2.0,,9.0,1.0,,16.0,1963.0,,
16761,159163.98713826365,60.014311,30.478993,31.1,12.0,15.1,,Косметический,False,1.0,,17.0,1.0,1.0,11.0,2023.0,,
16762,178383.12829525484,59.85858,30.164223,56.9,12.0,9.1,,Евро,False,2.0,,15.0,1.0,1.0,,2010.0,,
16763,161290.32258064515,60.014311,30.478993,31.0,13.0,15.0,,Евро,False,1.0,,17.0,1.0,1.0,11.0,2023.0,,
16764,386266.09442060086,55.861631,37.64825,23.3,22.0,6.0,0.0,Косметический,False,,,25.0,2.0,1.0,4.0,2022.0,,
16766,226377.9527559055,59.925872,30.342638,101.6,4.0,8.9,1.0,Дизайнерский,False,4.0,,5.0,0.0,0.0,6.0,1859.0,,
16773,221649.48453608243,60.001617,30.294461,29.1,4.0,6.6,0.0,Косметический,False,1.0,,9.0,1.0,,4.0,1973.0,,
16774,413793.1034482759,55.716133,37.434163,58.0,17.0,12.0,1.0,Дизайнерский,False,2.0,,17.0,1.0,1.0,4.0,,,
16775,329545.45454545453,55.866758,37.499129,44.0,5.0,6.0,0.0,Без ремонта,False,2.0,,9.0,1.0,0.0,4.0,1968.0,,
16776,318702.2900763359,55.868324,37.631191,52.4,2.0,8.8,0.0,Без ремонта,False,2.0,,12.0,1.0,1.0,,1983.0,,
16777,318421.05263157893,55.649967,37.738737,38.0,17.0,8.5,0.0,Косметический,False,1.0,,17.0,1.0,1.0,5.0,1990.0,,
16783,242105.26315789475,55.58527,37.692869,38.0,2.0,0.0,0.0,Евро,False,1.0,,16.0,1.0,1.0,9.0,2003.0,,
16789,650000.0,55.863833,37.539024,18.0,2.0,3.0,0.0,Без ремонта,True,,,9.0,1.0,,5.0,2020.0,,
16791,306122.44897959183,55.498117,37.518039,49.0,10.0,0.0,,Евро,False,3.0,,14.0,,,6.0,2023.0,,
16798,363461.5384615384,55.497256,37.519036,26.0,5.0,0.0,,Евро,False,1.0,,142.0,,,6.0,2023.0,,
16803,4256224.728665674,55.742514,37.596264,469.9,5.0,20.0,4.0,Евро,False,6.0,,8.0,1.0,1.0,6.0,1910.0,,
16804,267532.4675324675,55.624876,37.75152,38.5,2.0,8.6,0.0,Косметический,False,1.0,,12.0,2.0,1.0,8.0,1978.0,,
16807,133333.2,59.860798,30.317566,75.0,5.0,8.7,1.0,Евро,False,3.0,,6.0,0.0,0.0,5.0,1955.0,,
16808,321590.9090909091,55.498117,37.518039,44.0,2.0,0.0,,Евро,False,2.0,,14.0,,,6.0,2023.0,,
16817,340707.96460176987,55.498117,37.518039,45.2,8.0,0.0,,Без ремонта,False,2.0,,14.0,,,6.0,2023.0,,
16819,245566.1664392906,55.716149,37.391107,73.3,21.0,10.4,1.0,Дизайнерский,False,3.0,,23.0,1.0,2.0,5.0,1982.0,,
16821,312475.0,55.660892,37.747065,40.0,2.0,9.0,0.0,Евро,False,1.0,,17.0,1.0,1.0,1.0,1999.0,,
16825,235000.0,55.7805101895533,49.1086696236945,102.8,3.0,0.0,,Дизайнерский,False,3.0,,4.0,,2.0,3.0,2025.0,,
16826,233333.3333333333,55.870526,37.62837,75.0,4.0,9.5,0.0,Евро,False,3.0,,16.0,1.0,1.0,4.0,1980.0,,
16828,221070.61135371175,55.60752477219605,37.36138132670961,68.7,11.0,0.0,,Евро,False,2.0,,22.0,1.0,1.0,7.0,2025.0,,
16830,240255.46902654867,55.60752477219605,37.36138132670961,56.5,7.0,0.0,,Евро,False,2.0,,22.0,1.0,1.0,7.0,2025.0,,
16831,220757.2513562387,55.60752477219605,37.36138132670961,55.3,1.0,0.0,,Евро,False,2.0,,22.0,1.0,1.0,7.0,2025.0,,
16834,301357.2910662824,55.59484789041738,37.36719013965671,34.7,10.0,0.0,,Евро,False,1.0,,19.0,1.0,1.0,7.0,2026.0,,
16835,240399.921875,55.59484789041738,37.36719013965671,64.0,12.0,0.0,,Евро,False,2.0,,19.0,1.0,1.0,7.0,2026.0,,
16836,234242.66584766583,55.59484789041738,37.36719013965671,81.4,7.0,0.0,,Евро,False,3.0,,19.0,1.0,1.0,7.0,2026.0,,
16837,253490.19823788543,55.59484789041738,37.36719013965671,45.4,9.0,0.0,,Евро,False,1.0,,19.0,1.0,1.0,7.0,2026.0,,
16838,239231.13964687,55.59484789041738,37.36719013965671,62.3,13.0,0.0,,Евро,False,2.0,,19.0,1.0,1.0,7.0,2026.0,,
16848,276673.5062240664,55.598952715496,37.3668919242066,48.2,2.0,0.0,,Без ремонта,False,1.0,,21.0,1.0,1.0,7.0,2024.0,,
16849,304128.3023872679,55.598952715496,37.3668919242066,37.7,14.0,0.0,,Без ремонта,False,1.0,,21.0,1.0,1.0,7.0,2024.0,,
16850,289388.9684210526,55.598952715496,37.3668919242066,47.5,18.0,0.0,,Без ремонта,False,1.0,,21.0,1.0,1.0,7.0,2024.0,,
16851,227590.1611170784,55.598952715496,37.3668919242066,93.1,9.0,0.0,,Без ремонта,False,3.0,,21.0,1.0,1.0,7.0,2024.0,,
16862,242679.4266055046,55.59788904241997,37.366402421989086,43.6,10.0,0.0,,Косметический,False,1.0,,20.0,1.0,1.0,7.0,2024.0,,
16864,205600.8567603748,55.60803597898493,37.362357007097216,74.7,12.0,0.0,,Без ремонта,False,2.0,,22.0,1.0,1.0,7.0,2024.0,,
16865,203324.0550458716,55.60803597898493,37.362357007097216,54.5,3.0,0.0,,Без ремонта,False,2.0,,22.0,1.0,1.0,7.0,2024.0,,
16870,185449.35805991443,59.991592,30.427187,70.1,6.0,9.1,1.0,Дизайнерский,,3.0,,9.0,1.0,0.0,8.0,1978.0,,
16871,176470.58823529413,60.017423,30.246374,51.0,2.0,16.5,1.0,Дизайнерский,,1.0,,11.0,1.0,1.0,3.0,2004.0,,
16872,471999.96,55.770856,37.517994,25.0,6.0,4.0,0.0,Дизайнерский,True,,,22.0,2.0,1.0,3.0,2023.0,,
16877,218181.81818181815,60.014738,30.243823,33.0,3.0,5.0,1.0,Без ремонта,,1.0,,10.0,1.0,0.0,3.0,1987.0,,
16878,184654.65465465467,59.868885,30.512267,33.3,11.0,9.5,1.0,Без ремонта,,1.0,,24.0,0.0,0.0,12.0,2021.0,,
16879,253900.70921985817,60.028568,30.233744,70.5,4.0,13.0,1.0,Дизайнерский,,2.0,,10.0,1.0,0.0,5.0,2001.0,,
16888,285714.2857142857,55.543995,37.478001,39.2,10.0,15.0,0.0,Евро,False,2.0,,17.0,1.0,1.0,6.0,2021.0,,
16901,208428.7677508017,59.8612555611585,30.1560895390617,87.32,11.0,0.0,,Косметический,False,3.0,,20.0,,,9.0,2023.0,,
16905,243462.57889990983,59.8612555611585,30.1560895390617,55.45,18.0,0.0,,Евро,False,2.0,,20.0,,,9.0,2023.0,,
16906,223491.08367626887,59.8627854804032,30.1541101809927,58.32,8.0,0.0,,Евро,False,2.0,,20.0,,,9.0,2023.0,,
16907,223491.08367626887,59.8627854804032,30.1541101809927,58.32,12.0,0.0,,Евро,False,2.0,,20.0,,,9.0,2023.0,,
16908,223491.08367626887,59.8627854804032,30.1541101809927,58.32,13.0,0.0,,Евро,False,2.0,,20.0,,,9.0,2023.0,,
16909,230127.6472294749,59.8627854804032,30.1541101809927,68.94,14.0,0.0,,Евро,False,2.0,,20.0,,,9.0,2023.0,,
16910,241666.66666666663,59.8627854804032,30.1541101809927,30.0,15.0,0.0,,Евро,False,,,20.0,,,9.0,2023.0,,
16911,231738.0735338803,59.8627854804032,30.1541101809927,65.82,13.0,0.0,,Евро,False,2.0,,20.0,,,9.0,2023.0,,
16912,560645.1612903225,55.6630872311001,37.5373427645545,31.0,5.0,0.0,1.0,Дизайнерский,False,2.0,,17.0,1.0,1.0,5.0,2023.0,,
16923,284848.48484848486,55.876238,37.700172,33.0,1.0,0.0,1.0,Евро,False,1.0,,9.0,1.0,0.0,5.0,1969.0,,
16924,302066.77265500795,55.607443,37.597756,62.9,8.0,0.0,1.0,Евро,False,3.0,,12.0,1.0,0.0,2.0,,,
16925,240350.87719298244,55.596412,37.649427,57.0,11.0,0.0,0.0,Евро,False,2.0,,14.0,0.0,0.0,,2021.0,,
16926,228700.3361939308,59.93152472989683,30.432886338108027,113.03,9.0,21.3,,Евро,False,3.0,,14.0,2.0,1.0,6.0,2024.0,,
16931,444457.993520277,55.8137890710062,37.4823702896879,89.51,16.0,22.8,1.0,Без ремонта,False,3.0,,30.0,,,3.0,2025.0,,
16932,458516.9969040248,55.813703507775145,37.48395219181744,64.6,26.0,5.2,,Евро,False,3.0,,30.0,,,3.0,2027.0,,
16933,475397.97814207646,55.813703507775145,37.48395219181744,36.6,11.0,5.0,,Дизайнерский,False,2.0,,30.0,,,3.0,2027.0,,
16937,280000.0,60.0078637397953,30.2382040688471,20.91,9.0,0.0,,Без ремонта,True,,,12.0,,9.0,6.0,2026.0,,
16938,427013.986013986,55.8137890710062,37.4823702896879,65.78,30.0,21.2,3.0,Без ремонта,False,2.0,,30.0,,,3.0,2025.0,,
16939,539900.0,55.813703507775145,37.48395219181744,36.5,26.0,15.4,,Без ремонта,False,1.0,,30.0,,,3.0,2027.0,,
16940,260000.0,60.0078637397953,30.2382040688471,27.4,8.0,0.0,,Без ремонта,True,1.0,,12.0,,9.0,6.0,2026.0,,
16941,431500.0,55.813703507775145,37.48395219181744,61.1,15.0,19.8,,Без ремонта,False,2.0,,30.0,,,3.0,2027.0,,
16977,726862.7122604768,55.752453488652414,37.54337320151535,128.38,30.0,0.0,,Косметический,False,3.0,,85.0,,,6.0,2027.0,,
16978,709024.1854109733,55.752453488652414,37.54337320151535,95.14,20.0,0.0,,Евро,False,2.0,,85.0,,,6.0,2027.0,,
16980,160332.3262839879,59.810093,30.367872,33.1,12.0,8.6,,Евро,False,1.0,,25.0,3.0,,,2017.0,,
16981,262894.7368421053,55.712502,37.403297,38.0,5.0,9.0,,Дизайнерский,,1.0,,16.0,,,,,,
16985,197154.47154471543,60.070496,30.322911,24.6,12.0,4.4,0.0,Без ремонта,False,,,27.0,1.0,2.0,10.0,2023.0,,
16998,242937.85310734465,59.924578,30.354388,53.1,6.0,14.0,0.0,Дизайнерский,False,2.0,,7.0,0.0,0.0,7.0,1896.0,,
17002,469031.7460317461,55.700978,37.49347,63.0,3.0,15.0,0.0,Без ремонта,,2.0,,17.0,1.0,1.0,5.0,2023.0,,
17010,548734.1772151899,55.760408,37.517356,31.6,19.0,10.2,0.0,Дизайнерский,False,1.0,,33.0,3.0,1.0,4.0,2023.0,,
17011,435825.1057827926,55.8005740813269,37.5643332394254,70.9,12.0,7.0,,Косметический,False,3.0,,25.0,,,10.0,2025.0,,
17015,252346.19395203333,59.862443,30.148404,95.9,2.0,18.2,0.0,Без ремонта,,3.0,,4.0,2.0,,12.0,2023.0,,
17017,425225.2252252252,55.682573149083,37.6374409656058,55.5,3.0,20.4,0.0,Дизайнерский,,2.0,,26.0,1.0,1.0,4.0,2023.0,,
17022,512820.5128205129,55.767656,37.501878,66.3,10.0,21.1,0.0,Косметический,False,2.0,,25.0,2.0,1.0,5.0,2023.0,,
17025,208571.42857142855,55.498377,36.913446,35.0,2.0,0.0,0.0,Косметический,False,1.0,,3.0,,,25.0,2021.0,,
17026,976058.9318600368,55.751457,37.548546,54.3,54.0,24.8,0.0,Евро,False,2.0,,65.0,2.0,2.0,7.0,2023.0,,
17029,272388.05970149254,55.566567,37.485637,40.2,4.0,11.0,0.0,Дизайнерский,False,1.0,,17.0,1.0,1.0,5.0,2014.0,,
17034,566191.4460285133,55.757896,37.573842,49.1,3.0,9.5,0.0,Дизайнерский,False,2.0,,9.0,1.0,,7.0,1965.0,,
17035,233333.3333333333,55.869036,37.50398,52.5,8.0,6.0,0.0,Евро,False,1.0,,31.0,2.0,2.0,3.0,,,
17036,202398.08153477215,55.626314,37.343218,83.4,2.0,10.5,0.0,Косметический,,3.0,,8.0,1.0,,20.0,2021.0,,
17037,203877.55102040817,59.85397,30.35728,49.0,10.0,8.1,1.0,Без ремонта,False,2.0,,10.0,1.0,0.0,5.0,1970.0,,
17043,161812.29773462785,60.046567,30.392962,30.9,3.0,8.2,1.0,Без ремонта,False,1.0,,10.0,1.0,,6.0,1973.0,,
17044,313953.488372093,55.801076,37.813369,43.0,5.0,6.0,1.0,Дизайнерский,False,2.0,,5.0,0.0,0.0,6.0,1961.0,,
17053,442307.6923076923,55.781712,37.569243,52.0,2.0,7.0,0.0,Евро,False,3.0,,6.0,1.0,,4.0,,,
17057,244117.64705882352,55.869036,37.50398,51.0,13.0,6.0,0.0,Евро,False,2.0,,31.0,2.0,2.0,3.0,,,
17063,462500.0,55.75323,37.706973,40.0,9.0,10.0,1.0,Косметический,False,1.0,,23.0,1.0,1.0,10.0,2018.0,,
17066,362264.1509433962,55.856058,37.55575,53.0,19.0,12.0,0.0,Евро,False,2.0,,33.0,2.0,1.0,8.0,2021.0,,
17068,243421.05263157896,55.570339,37.491754,76.0,9.0,15.0,0.0,Евро,False,2.0,,16.0,1.0,1.0,7.0,2015.0,,
17070,183333.3333333333,60.053179,30.27097,36.0,14.0,17.0,0.0,Косметический,False,1.0,,26.0,2.0,1.0,12.0,2021.0,,
17074,139593.90862944163,55.772775,49.238996,39.4,5.0,9.2,0.0,Дизайнерский,False,1.0,,10.0,1.0,,7.0,2003.0,,
17075,269437.5,55.75017,37.729044,19.2,4.0,2.0,,Без ремонта,True,,,5.0,,,7.0,,,
17077,163444.63971880492,60.011414,30.261978,56.9,5.0,6.2,0.0,Косметический,False,3.0,,9.0,1.0,0.0,6.0,1988.0,,
17078,218750.0,60.049029,30.350561,48.0,5.0,0.0,0.0,Дизайнерский,False,2.0,,12.0,2.0,,6.0,,,
17079,307865.1685393258,55.793429,37.728721,44.5,3.0,6.0,0.0,Без ремонта,False,2.0,,9.0,1.0,,12.0,1970.0,,
17087,398322.8511530398,55.7920719360461,37.5049308650805,47.7,4.0,5.3,0.0,Без ремонта,,2.0,,16.0,1.0,1.0,3.0,2025.0,,
17094,390728.4768211921,55.6567309765683,37.5223016329239,45.3,44.0,6.0,0.0,Евро,,2.0,,47.0,0.0,0.0,18.0,2023.0,,
17096,183333.3333333333,55.5410521941653,37.4767278691571,54.0,2.0,9.9,0.0,Евро,,3.0,,9.0,1.0,1.0,13.0,2024.0,,
17097,194871.79487179487,55.5410521941653,37.4767278691571,39.0,2.0,7.2,0.0,Евро,,2.0,,9.0,1.0,1.0,13.0,2024.0,,
17105,186900.95846645368,59.839741,30.361664,31.3,2.0,5.5,0.0,Евро,False,1.0,,5.0,,,7.0,1965.0,,
17111,126953.125,55.785766,49.176725,51.2,5.0,0.0,1.0,Без ремонта,,2.0,,5.0,0.0,0.0,,1986.0,,
17112,213400.9009009009,55.791015,49.183202,88.8,2.0,0.0,1.0,Без ремонта,,3.0,,9.0,0.0,1.0,,2008.0,,
17113,122448.97959183672,55.744374,49.230543,63.7,3.0,0.0,1.0,Косметический,,3.0,,9.0,1.0,0.0,,1979.0,,
17114,146864.68646864686,55.746882,49.191853,60.6,6.0,0.0,1.0,Косметический,,3.0,,9.0,0.0,0.0,,1986.0,,
17126,189368.7707641196,55.783752,49.17014,30.1,2.0,0.0,0.0,Евро,,1.0,,5.0,0.0,0.0,,1971.0,,
17127,139511.62790697673,55.788981,49.2326,43.0,2.0,0.0,1.0,Евро,,1.0,,10.0,1.0,0.0,,2007.0,,
17128,181284.91620111733,55.768902,49.220796,35.8,9.0,0.0,1.0,Евро,,1.0,,16.0,1.0,1.0,,1999.0,,
17129,193600.0,55.813359,49.089804,62.5,5.0,0.0,1.0,Евро,,2.0,,6.0,0.0,0.0,,2002.0,,
17130,209522.54641909813,55.82797,49.14868,37.7,8.0,0.0,1.0,Евро,,1.0,,18.0,1.0,1.0,,1993.0,,
17131,142045.45454545453,55.745701,49.140577,17.6,3.0,0.0,1.0,Евро,,,,5.0,0.0,0.0,,1968.0,,
17132,157971.01449275363,55.755799,49.244916,69.0,9.0,0.0,1.0,Евро,,2.0,,10.0,0.0,1.0,,2014.0,,
17133,230769.2307692308,55.775256,49.136013,71.5,2.0,0.0,1.0,Евро,,2.0,,5.0,0.0,0.0,,,,
17134,132786.88524590165,55.744667,49.214957,61.0,7.0,0.0,1.0,Евро,,3.0,,9.0,1.0,1.0,,1987.0,,
17135,148467.43295019155,55.789856,49.176608,104.4,5.0,0.0,1.0,Евро,,4.0,,5.0,0.0,0.0,,2000.0,,
17136,121145.37444933922,55.771104,49.243739,45.4,1.0,0.0,1.0,Евро,,1.0,,16.0,1.0,1.0,,2010.0,,
17137,169683.25791855203,55.756827,49.212092,44.2,5.0,0.0,1.0,Евро,,2.0,,5.0,0.0,0.0,,1973.0,,
17138,190158.73015873012,60.042451,30.416093,31.5,9.0,8.2,,Евро,False,1.0,,9.0,,,11.0,1971.0,,
17147,256975.03671071955,55.719009,37.727059,68.1,2.0,11.3,0.0,Косметический,False,3.0,,22.0,2.0,1.0,4.0,2020.0,,
17153,297124.6006389776,55.593329,37.425701,31.3,15.0,10.0,,Без ремонта,False,1.0,,17.0,1.0,1.0,16.0,,,
17154,441169.9890170236,55.7064943785236,37.6321237476071,72.84,3.0,0.0,,Без ремонта,False,2.0,,20.0,2.0,1.0,4.0,2024.0,,
17155,635561.9735258725,55.7064943785236,37.6321237476071,24.93,11.0,4.6,,Косметический,False,,,20.0,2.0,1.0,4.0,2024.0,,
17156,470070.9888281436,55.7064943785236,37.6321237476071,84.14,4.0,25.6,1.0,Евро,False,2.0,,20.0,2.0,1.0,4.0,2024.0,,
17157,482575.9897531439,55.7064943785236,37.6321237476071,85.88,19.0,0.0,,Дизайнерский,False,3.0,,20.0,2.0,1.0,4.0,2024.0,,
17160,439700.0,55.7064943785236,37.6321237476071,75.36,18.0,0.0,,Без ремонта,False,2.0,,20.0,2.0,1.0,4.0,2024.0,,
17161,430240.9958506224,55.7064943785236,37.6321237476071,96.4,5.0,0.0,,Косметический,False,3.0,,20.0,2.0,1.0,4.0,2024.0,,
17162,279000.0,55.516471,37.338645,25.4,5.0,4.2,,Без ремонта,False,,,14.0,1.0,1.0,14.0,2024.0,,
17195,317857.19339622644,55.880722,37.633913,42.4,16.0,12.3,,Дизайнерский,False,1.0,,33.0,4.0,,6.0,2024.0,,
17208,274700.0,55.515217,37.342257,25.7,4.0,4.8,,Без ремонта,False,,,14.0,1.0,1.0,14.0,2024.0,,
17209,274700.0,55.515217,37.342257,25.4,3.0,4.2,,Без ремонта,False,,,14.0,1.0,1.0,14.0,2024.0,,
17225,229200.0,55.515217,37.342257,67.9,13.0,22.2,1.0,Евро,False,2.0,,14.0,1.0,1.0,14.0,2024.0,,
17226,207200.0,55.515217,37.342257,67.9,13.0,22.2,1.0,Евро,False,2.0,,14.0,1.0,1.0,14.0,2024.0,,
17227,280100.0,55.515217,37.342257,25.4,8.0,4.2,,Евро,False,,,14.0,1.0,1.0,14.0,2024.0,,
17228,238200.00000000003,55.515217,37.342257,43.3,5.0,17.2,,Евро,False,1.0,,14.0,1.0,1.0,14.0,2024.0,,
17229,227300.0,55.515217,37.342257,76.4,13.0,14.3,1.0,Евро,False,3.0,,14.0,1.0,1.0,14.0,2024.0,,
17230,294258.37320574163,55.849625,37.447009,41.8,4.0,5.0,1.0,Евро,False,2.0,,5.0,0.0,0.0,4.0,1962.0,,
17239,237556.56108597285,59.95725,30.29774,88.4,3.0,15.0,0.0,Евро,False,3.0,,3.0,0.0,0.0,8.0,1901.0,,
17241,214200.00000000003,55.5191570420206,37.38552363921698,64.1,10.0,14.4,1.0,Дизайнерский,False,2.0,,12.0,1.0,1.0,17.0,2025.0,,
17248,212300.00000000003,55.5191570420206,37.38552363921698,64.1,3.0,14.4,1.0,Евро,False,2.0,,12.0,1.0,1.0,17.0,2025.0,,
17250,190700.0,55.5191570420206,37.38552363921698,77.8,9.0,13.6,,Евро,False,3.0,,9.0,,1.0,17.0,2025.0,,
17252,212000.00000000003,55.5191570420206,37.38552363921698,64.1,4.0,14.4,1.0,Евро,False,2.0,,12.0,1.0,1.0,17.0,2025.0,,
17273,253800.0,55.5191570420206,37.38552363921698,30.3,10.0,0.0,,Косметический,False,,,14.0,1.0,1.0,17.0,2025.0,,
17275,432400.0,59.9304752967506,30.4045555145695,93.84,9.0,34.5,,Косметический,False,2.0,,9.0,,1.0,4.0,2024.0,,
17276,350000.0,59.9667986652653,30.3398229933605,73.16,2.0,0.0,,Дизайнерский,False,2.0,,10.0,1.0,1.0,3.0,2026.0,,
17277,230600.00000000003,55.52076625517011,37.38723958895485,43.8,12.0,11.2,,Дизайнерский,False,1.0,,14.0,1.0,1.0,17.0,2025.0,,
17287,356300.0,59.9667986652653,30.3398229933605,62.5,7.0,21.8,,Дизайнерский,False,2.0,,10.0,1.0,1.0,3.0,2026.0,,
17288,214400.00000000003,55.52076625517011,37.38723958895485,64.1,3.0,14.4,1.0,Дизайнерский,False,2.0,,9.0,,1.0,17.0,2025.0,,
17290,215300.00000000003,55.52076625517011,37.38723958895485,64.1,7.0,14.4,1.0,Дизайнерский,False,2.0,,9.0,1.0,1.0,17.0,2025.0,,
17293,352800.0,59.9667986652653,30.3398229933605,58.57,6.0,21.3,,Дизайнерский,False,2.0,,7.0,,1.0,3.0,2026.0,,
17294,329400.0,59.9667986652653,30.3398229933605,69.94,4.0,24.6,,Дизайнерский,False,2.0,,10.0,1.0,1.0,3.0,2026.0,,
17295,356000.0,59.9667986652653,30.3398229933605,80.21,6.0,29.3,,Без ремонта,False,2.0,,10.0,1.0,1.0,3.0,2026.0,,
17296,257100.0,55.52076625517011,37.38723958895485,29.4,7.0,5.8,1.0,Евро,False,,,12.0,1.0,1.0,17.0,2025.0,,
17297,320300.0,59.9667986652653,30.3398229933605,98.05,5.0,32.1,,Дизайнерский,False,3.0,,10.0,1.0,1.0,3.0,2026.0,,
17298,219400.00000000003,55.52076625517011,37.38723958895485,64.1,8.0,14.4,1.0,Евро,False,2.0,,9.0,1.0,1.0,17.0,2025.0,,
17302,220400.00000000003,55.52076625517011,37.38723958895485,64.1,12.0,14.4,1.0,Евро,False,2.0,,14.0,1.0,1.0,17.0,2025.0,,
17303,329200.0,59.9667986652653,30.3398229933605,78.33,7.0,19.9,,Без ремонта,False,3.0,,10.0,1.0,1.0,3.0,2026.0,,
17304,215300.00000000003,55.52076625517011,37.38723958895485,64.1,7.0,14.4,1.0,Без ремонта,False,2.0,,12.0,1.0,1.0,17.0,2025.0,,
17306,382100.0,59.9667986652653,30.3398229933605,76.73,10.0,28.5,,Без ремонта,False,2.0,,10.0,1.0,1.0,3.0,2026.0,,
17307,322100.0,59.9304752967506,30.4045555145695,132.93,4.0,44.3,,Косметический,False,3.0,,9.0,,1.0,4.0,2024.0,,
17308,218800.0,55.5216609435146,37.3881975975531,59.5,5.0,13.1,1.0,Косметический,False,2.0,,9.0,,1.0,17.0,2025.0,,
17309,355300.0,59.9304752967506,30.4045555145695,127.92,8.0,44.3,,Косметический,False,3.0,,9.0,,1.0,4.0,2024.0,,
17310,253800.0,55.5216609435146,37.3881975975531,30.3,5.0,0.0,,Косметический,False,,,14.0,1.0,1.0,17.0,2025.0,,
17312,215300.00000000003,55.52076625517011,37.38723958895485,64.1,11.0,14.4,1.0,Косметический,False,2.0,,12.0,1.0,1.0,17.0,2025.0,,
17314,321000.0,59.9304752967506,30.4045555145695,102.34,6.0,32.7,,Косметический,False,3.0,,9.0,,1.0,4.0,2024.0,,
17318,229000.00000000003,55.52076625517011,37.38723958895485,43.8,6.0,11.2,,Косметический,False,1.0,,12.0,1.0,1.0,17.0,2025.0,,
17330,376300.0,59.9667986652653,30.3398229933605,93.16,8.0,29.3,,Евро,False,3.0,,10.0,1.0,1.0,3.0,2026.0,,
